log_id,user_id,system_accessed,access_time,access_type,act_geo_dev_location,access_timestamp
2010c62b-1c50-4071-90b0-4c9cccaa380e,c502a37a-7345-4cd3-873f-bd92efb289b0,MobileApp,2023-08-23 02:58:42.000,View,Tokyo,2024-10-16 03:01:49.000
680fb8c3-1fe6-4052-a776-889a9c5d904f,880ce0c3-ee5d-4e0c-ac56-4bac7e7e49db,MobileApp,2024-10-12 19:23:28.000,View,Milwaukee,2024-10-22 02:22:49.000
164c2311-2d74-4867-8b31-c00ac30af210,3dc12926-5067-4ed8-b22f-f8b8ce29232c,AccountManager,2016-11-15 11:02:11.000,Login,Tel Aviv,2024-04-19 10:28:00.000
4669e093-5305-425c-a7e0-f3ec4212c0cb,6b62d502-aabf-4106-b26c-a4eba8d4bb99,AccountManager,1980-04-21 18:39:50.000,View,Brisbane,2024-04-18 13:33:14.000
13da6e57-7f61-4f4d-be0a-61837794dbcf,b7b40858-3083-4e59-8ea7-7ffd70ff3d90,AccountManager,2024-11-22 06:41:33.000,Login,Tokyo,2024-12-27 02:14:21.000
4f714589-19e4-4a9b-ad43-9ec0b10f1a0f,2b590d3a-074e-4249-a5d7-4f4a81e25657,MobileApp,2021-02-15 07:58:46.000,Login,San Marino,2024-09-24 10:06:01.000
ad95f9b8-0758-456a-a88f-4768fbf953fd,8a6a6f6a-8645-4a12-82e8-b4a01c890d37,MobileApp,2019-09-20 05:07:19.000,View,Malmo,2024-07-24 18:22:55.000
9c1d5f76-db16-4b01-a563-82b6621a035a,8a379b1a-e513-4a01-81de-0def3c9b1d6e,MobileApp,2008-05-09 16:12:17.000,View,Reykjavik,2025-01-26 01:31:56.000
0597b121-68a9-4d16-b404-fc2f932ed91b,12db257b-f7f1-43cf-99bb-33beb5cfe9c3,MobileApp,2022-07-05 17:57:07.000,Login,Glasgow,2025-01-13 23:42:51.000
27d7bbde-072c-4e67-80ec-e664fca13e2d,513fdf7b-4c61-4e87-811a-87cf360d2372,InvestmentPortal,1992-01-13 19:12:57.000,Login,San Diego,2024-06-27 14:33:27.000
762c933e-c753-40aa-a0f3-0f65eff4b8f0,5189ecd4-ecaf-4867-85e4-795460daf471,MobileApp,2021-08-20 19:18:52.000,View,Rotterdam,2024-04-28 04:15:41.000
ce0d8486-62b3-4947-b85d-63d1be482226,1b9d66de-e628-4a53-8918-25a910cd25cc,AccountManager,2019-08-29 08:25:51.000,View,Auckland,2025-03-01 15:04:41.000
6268faf1-976c-4cae-ba3d-65da80aaf1f7,020aa836-05d2-4d45-abfb-8fd4d1997f86,InvestmentPortal,2025-03-31 18:57:59.000,View,Madison,2025-03-18 19:44:06.000
62be0f8a-2a98-427f-bc6b-deed10350456,134c1681-76ef-4db3-b93c-33b7698baf4d,AccountManager,2022-11-14 09:54:47.000,Login,Manchester,2025-02-15 09:09:21.000
120527b9-bb40-4974-ae7b-bda3c787cd59,20e98c50-d5ab-4a66-afd9-7a81d9f2076c,MobileApp,2024-08-23 05:25:19.000,View,Nashville,2024-10-31 09:24:02.000
406cf676-6dd8-4925-aab9-f386e03031e0,0175625f-c34c-4fc5-a35a-e35ed48001c8,AccountManager,2025-04-19 22:05:32.000,Login,Utrecht,2024-06-04 15:34:25.000
e8adc67e-65e1-44bd-9dab-93a3a99b7fe4,82458f18-0201-4f54-bbbc-979b9f147e78,InvestmentPortal,2023-08-19 15:47:28.000,Login,Basel,2025-01-04 04:04:29.000
6f9ea3a8-ee38-41b5-8309-7f7e921ab49a,db86a54e-28ae-47b9-98e2-d3300908f3f7,AccountManager,2025-04-02 19:42:58.000,Login,San Jose,2024-04-29 10:38:55.000
af21d417-fe76-4b03-a973-602f28d85b02,49d58693-3fd1-4def-bf50-e6875ba2936d,MobileApp,2016-03-04 10:49:14.000,View,Malmo,2024-05-26 13:55:32.000
549bee46-b8d3-473a-82ce-f0ea9f8c3e68,c9c2f11b-4766-40ec-a3e9-3326f8935c94,AccountManager,2025-03-05 20:14:24.000,Login,Austin,2024-10-31 07:28:36.000
bf64afa7-615b-496a-8424-4065684e2728,66c6a5f4-6032-406e-bea9-2d86f025ea29,AccountManager,2024-04-30 09:39:15.000,View,Stockholm,2025-01-20 07:47:13.000
e0a388ae-1335-4813-a304-9e6c04649db3,85a70321-0774-4b17-8935-1eb771972958,InvestmentPortal,2024-08-20 06:49:51.000,View,Turku,2024-07-01 23:23:50.000
b47b89b5-cc4e-4712-85e1-46eed5fad576,fb5bf53d-6001-4744-9a60-ff8dd9db93d4,InvestmentPortal,2024-11-05 20:16:26.000,Login,Turku,2024-06-13 12:23:36.000
e79ed8fb-4627-412b-a4f8-88673d931d4f,edd3d4c1-cab5-4fe3-9b3e-958ed1ea314b,AccountManager,2023-03-07 08:46:58.000,View,Dusseldorf,2025-01-10 13:27:10.000
8b912302-6eb7-4634-848d-7ae6b2d202cf,1b8400f9-165e-43cf-875d-7e97a9b742f4,MobileApp,2025-01-22 12:59:09.000,Login,Turku,2024-04-28 00:52:12.000
8d5bfe37-ca93-420f-93d7-fad3213b2b68,c9fb6c33-33c2-4506-9c6a-07d8e0d5891e,MobileApp,2025-02-16 22:14:55.000,Login,Nottingham,2025-03-04 06:17:12.000
7a6c899a-2426-49c0-9222-745222ee8d8a,ab383e70-24d7-442e-982d-d1be3fe81920,AccountManager,1998-11-24 20:02:27.000,View,Vilnius,2024-05-27 17:40:16.000
4acd720b-5b3c-475c-808c-6ac134398ea1,0dd5e404-0e0d-4568-9ce1-cd98f065de5b,AccountManager,2025-03-08 04:51:01.000,View,San Marino,2024-05-11 05:26:24.000
224cd64e-e283-425f-91e2-84d82fc35042,208514e5-83c2-43a5-9e89-73c1c2b4924f,MobileApp,2024-05-22 19:58:35.000,Login,Paris,2024-04-05 01:18:44.000
8aee0867-9cff-40f7-b426-6050414b9934,f7280ac1-fc60-4ac4-b1fc-6b4af653792b,TradeDesk,2023-11-02 11:26:00.000,DataExport,Rio de Janeiro,2024-08-27 09:31:21.000
d117c11e-34f5-4308-b2e8-60302354310d,134c1681-76ef-4db3-b93c-33b7698baf4d,InvestmentPortal,2024-09-23 09:31:43.000,Login,Nottingham,2025-02-05 17:52:53.000
e415008a-5570-4e95-b6c4-96c497271163,e63efa14-3214-4411-97d5-36c08e929177,InvestmentPortal,2022-10-08 05:33:42.000,Login,San Francisco,2024-05-20 00:25:02.000
6e18f1cf-9e96-440c-8eaa-969415e7afc5,47f1b41f-60c0-45a7-8cd7-f46767de6b58,AccountManager,2025-03-08 22:44:19.000,View,Reykjavik,2025-01-12 21:39:33.000
d3f58a03-1e02-4a44-ba72-63745421e091,6ebfc25f-b9df-46bc-9cf7-17d6098eb3df,InvestmentPortal,2025-02-28 10:09:37.000,Login,Ottawa,2024-06-12 14:08:49.000
9cb3ff7e-8b74-4d05-924c-1a048b761996,2574da5f-3665-4683-978a-bd01fbdada82,AccountManager,2017-01-16 23:01:04.000,Login,Adelaide,2024-12-26 21:40:18.000
746c0b48-c7a4-4a0a-85a2-15752a52c306,66fb7f4f-5240-4b94-a681-93b74b7ae0d7,AccountManager,2018-03-18 09:42:05.000,View,Lisbon,2024-05-04 07:14:35.000
cfdc050c-06fa-4142-8beb-06f4b0045170,e3f271be-5179-4bf8-8e6a-8fbc65997589,InvestmentPortal,2021-06-28 19:08:45.000,Login,Berlin,2025-03-09 18:11:59.000
ddb87fdd-c93a-441f-91df-4525aa54d880,2331ac8d-92cf-49cb-9d6e-fe7183d3f817,MobileApp,2022-09-17 11:51:27.000,Login,Madison,2024-06-30 02:06:59.000
330c77a7-fc74-477b-869d-21614a0fd685,3f19c082-0014-4901-8e82-a43ed9ba2a6d,MobileApp,2025-01-02 01:42:58.000,View,Malmo,2024-07-02 14:02:56.000
8deff345-bca1-45c4-983e-1949d0314101,989a954a-8471-4d66-bb7c-7e196beaf07f,InvestmentPortal,2022-08-17 03:56:55.000,View,Melbourne,2024-10-23 03:32:47.000
79244d9e-5085-472c-aa99-a5c628a43991,f48da8ce-f8ec-4b6a-8be1-d98e2db8ce53,MobileApp,2019-02-23 13:53:54.000,View,Singapore,2024-04-10 13:58:02.000
2dcfef9b-f302-4e2c-a028-a696002ee598,52f7d828-63d5-4bec-ab4f-797b2e343428,AccountManager,2024-06-15 13:27:44.000,Login,Cincinnati,2024-06-26 13:57:58.000
f5b27ce8-b12c-4d83-80d7-6a8247706839,b146cf65-c169-4c8a-aa16-5fd732bd46b0,InvestmentPortal,2023-03-06 06:53:35.000,Login,Tallinn,2024-09-12 12:56:46.000
bb84b2de-f520-448e-9f48-fcd8a6126f36,6af7b056-5e02-4907-a921-53be9750bd7a,AccountManager,2025-04-04 17:06:10.000,Login,Tokyo,2024-06-08 04:47:09.000
aeb9a706-1590-4454-80a5-6e1917fbf647,c9a2526a-6dfd-41ca-8642-6dd0bf3397df,AccountManager,2023-10-30 05:29:35.000,Login,Philadelphia,2024-10-10 17:52:28.000
8ba57d92-f9c0-41a5-ac84-838146a27470,cff4a5ee-d7cd-4ab0-9ff3-507dd7c9cc5b,TradeDesk,2018-08-04 00:33:55.000,Transaction,Nairobi,2024-08-31 22:49:35.000
9f20174f-4d34-4e7f-a164-395d1a2213bd,27695619-a95d-4838-ae5b-9abbdf0a41dc,InvestmentPortal,2022-05-01 21:25:56.000,View,Frankfurt,2024-08-06 10:51:16.000
732dc235-5d34-46f1-b471-54c791b29eef,7ae11e50-fd98-4abc-a053-3d5d07b80bb8,AccountManager,2025-01-30 02:13:58.000,Login,Amsterdam,2024-10-29 02:55:12.000
0a7591dc-7903-4c20-983d-ca8bfc664e66,a976635c-6002-4231-b330-2468b48e7e2e,MobileApp,2022-01-15 21:35:12.000,View,Dusseldorf,2025-03-28 04:11:58.000
c60bb60b-51a4-46f2-9d5e-7ef496756f9f,3a8365aa-c231-4d3c-9362-e9c6a937a314,AccountManager,2024-09-04 03:15:06.000,Login,Phoenix,2025-02-27 17:57:51.000
7e2f820c-e43f-46b1-91ad-1313cec9bdbf,f636d85e-9766-423a-83ce-acb8a8d6fca1,MobileApp,2015-02-12 15:31:41.000,Login,Portland,2024-05-16 14:59:26.000
6130a19c-a6b3-45a9-9dd0-d2f9056ae184,4b2ad25a-a5f8-482c-9416-a46ce21bb75f,InvestmentPortal,2008-12-13 10:38:32.000,View,Raleigh,2024-06-10 17:50:51.000
d9ce8f15-90e0-451d-9cad-a65d79ea26b2,599e5342-bc80-46ad-b8f0-2bb36bc8c746,AccountManager,2022-12-17 08:38:56.000,View,Denver,2024-06-23 17:21:44.000
c7c8a873-a100-47fe-a9c7-3738830aa759,f0bc2d12-abd9-4798-a8ee-4e4e759166c3,AccountManager,2021-08-24 15:21:58.000,Login,Leeds,2024-08-16 01:49:48.000
081fd1d9-d62e-494a-ae5c-33e7d8f95745,3a1d76e2-bcc0-4e63-897d-b6d187d17431,AccountManager,2000-07-13 09:47:39.000,View,Berlin,2024-09-30 21:15:57.000
e4cbafc5-6cd3-48b8-aa45-ecfb6726182f,682ca2b5-eceb-4f03-bdbd-5441922f62ff,InvestmentPortal,2023-10-27 01:13:34.000,View,Tokyo,2024-10-13 06:19:36.000
720e68fa-ac99-42e1-bec2-0bc05bea9cb9,bff3a566-8cf2-4f11-add5-49f5ab467230,InvestmentPortal,1998-05-19 16:29:58.000,DataExport,Moscow,2024-11-19 03:35:39.000
2dc9e068-f570-4036-96c8-e0dfe542ed25,80680795-7e6b-47d8-94f5-6f537710af16,TradeDesk,2008-05-02 09:01:03.000,DataExport,Moscow,2024-08-25 18:48:09.000
79c0030b-5e8e-40be-8317-0280094d915e,b29b08d2-cdb5-4a39-95f1-970e65f47517,InvestmentPortal,2007-05-28 17:02:35.000,View,Berlin,2024-08-17 07:30:41.000
cc25f7bf-878b-458b-8672-3ffaa008babf,a9de183b-5226-4a8b-a3bc-d2bff0957e6e,InvestmentPortal,2014-05-11 08:18:00.000,View,Riga,2024-08-14 08:09:22.000
bd77ce83-4974-4987-80da-5ce293862866,5afbc0c5-0548-4a04-884b-e4247cdf38a4,MobileApp,2023-06-05 13:40:39.000,View,Sacramento,2025-04-23 05:44:05.000
9eb3378e-2387-429a-8b8d-bd5cab987f13,980df27f-11ca-4690-871d-7bf2aa7ccfc0,MobileApp,2025-03-26 11:40:34.000,Login,Monaco,2025-02-28 15:14:25.000
5391bade-8aa2-40b8-a4ba-b9ed93464903,edd3d4c1-cab5-4fe3-9b3e-958ed1ea314b,AccountManager,2025-01-15 04:17:58.000,View,Lisbon,2025-01-15 17:48:36.000
bc2e3d6e-764b-4eed-96ac-bea9659c7ffb,222bef4f-f7a9-4914-a600-5b0b467a3721,MobileApp,2024-12-14 17:37:01.000,View,Cincinnati,2025-01-10 14:19:32.000
75923c8c-e1d8-486f-a54d-c64c79163a2a,062a0960-a18c-406e-b318-451a92f928b1,InvestmentPortal,2025-02-15 04:07:40.000,Transaction,Mexico City,2024-12-26 05:27:42.000
4d0f964c-8bf3-4b38-9099-445613890894,dfb39ece-c90d-4d2a-a548-66cda0ed7205,InvestmentPortal,2023-01-02 12:52:52.000,Login,Quebec City,2024-12-12 00:00:10.000
d4c6be5d-e1ee-4fa6-9dc9-41412e99fd06,03e32b8e-d208-4378-9971-7665a12df5a2,InvestmentPortal,2016-08-11 15:08:15.000,View,Turku,2024-05-03 17:05:05.000
36e112d6-4bb5-4fad-83c8-bc080dbb57f8,83181993-f620-4fe0-8a3f-e51f1a32a474,AccountManager,2019-07-21 21:39:54.000,View,Nice,2024-12-29 00:38:50.000
c8902600-ea7f-4a4e-a087-43c2702b1dc4,e1c52811-3db3-444a-b0ee-5c05a940c864,AccountManager,2023-06-12 16:07:22.000,View,Melbourne,2024-04-23 05:13:25.000
e3d9b8a3-7dcf-45bb-a26d-5fff87e1c825,4f859cba-3b42-4182-a98b-49a94c7dac72,MobileApp,2025-03-20 11:34:34.000,View,Winnipeg,2024-08-18 02:49:48.000
fb555244-35ba-4564-bb93-9e5749ab1d31,0a5b9069-f744-4011-820f-6cabd1aaebca,InvestmentPortal,2023-08-06 00:37:03.000,Transaction,Dhaka,2024-05-12 23:56:32.000
1ab8243d-0564-4af2-96cb-9a7ce58c5de3,e9fd961c-34ce-4e4d-bb9f-196b9ca674cd,AccountManager,2025-02-11 22:02:12.000,View,Portland,2025-02-04 01:45:41.000
62cb3fe8-70f2-45c2-80c6-d3b6055af6a4,f2985f6c-86dc-4894-86aa-92373d5e5777,MobileApp,2022-01-05 06:31:52.000,View,Indianapolis,2025-04-14 17:37:31.000
bd20f164-625e-4541-941c-a023b056e277,830dccec-c69f-4e7f-b6bb-f964c227104a,InvestmentPortal,2025-03-20 08:32:23.000,Login,Turku,2024-04-13 13:15:16.000
d015ab4b-6c05-4d9b-9b37-4a50063607d3,34e76ed3-0764-4417-8418-08e457829b95,MobileApp,2025-04-15 00:25:28.000,View,Valencia,2024-06-14 06:34:34.000
4b967bb9-dfa1-4433-85bd-1d0f27619ae0,8cf72916-48b7-4737-a69b-2e3c43e8f53a,MobileApp,2024-02-05 22:14:36.000,Login,Pittsburgh,2024-04-01 16:35:58.000
b618a6e4-7c8a-477e-88a3-cf486767599e,a6463ef0-ea0e-4493-aa3d-500e3229a60c,InvestmentPortal,2022-08-22 00:11:37.000,View,Austin,2024-09-02 12:28:08.000
046a559d-9bed-495f-a3ed-2e8b91a13a75,3e8ff9be-1daa-43ed-a68a-79c7c4e7d20e,InvestmentPortal,2013-11-26 07:11:42.000,Login,Charlotte,2024-08-06 19:00:21.000
999d9856-3358-4639-9035-cf162a90ce36,3dfd9405-327e-4307-b58d-93094f6aa7af,MobileApp,2019-11-28 14:01:10.000,View,Tallinn,2024-08-17 12:24:19.000
9f6b9395-aea5-4189-b2a8-6dcaa443448f,c697f1d2-f4e6-4d51-9fd2-ea65c425d523,MobileApp,2006-11-09 12:32:27.000,Login,Sao Paulo,2025-03-13 15:21:00.000
95bf9592-7b92-4004-bbdc-88dcb83fd118,b5c16790-9113-42a2-b05e-12a56ce86e60,InvestmentPortal,2013-07-26 11:36:15.000,View,Beijing,2024-06-20 17:05:31.000
095ba947-94ae-470c-bc7d-622c87982330,a615cf8e-8ec1-4075-9c05-62bd8e9deaf0,MobileApp,2018-05-13 16:35:45.000,Login,Madison,2025-03-12 10:24:13.000
42a3a4a5-c829-4021-839a-a21d19c376a1,324181ad-f732-4dfa-8007-8d4ca8afb73b,MobileApp,2016-01-31 15:12:59.000,Login,Malmo,2024-12-22 13:18:25.000
bcdea0f9-3055-4b52-8ea4-97f0335ce4ca,e3f271be-5179-4bf8-8e6a-8fbc65997589,AccountManager,1984-08-01 02:11:01.000,View,Geneva,2024-08-17 14:50:05.000
ce0977e2-eea2-4fa5-a327-de6c09d4b90c,ec75551e-e8fc-4360-95cc-69438f0a8f94,AccountManager,2024-04-11 11:22:46.000,View,Kuala Lumpur,2025-01-01 20:23:06.000
de69488e-b46a-4e8f-bf17-8190cddd89c3,3e95ac19-81d6-424c-a9f6-42c8c72d8b01,MobileApp,2022-03-14 08:44:11.000,Login,Stockholm,2024-05-11 22:49:21.000
32f4a304-7a4a-4013-aa3a-cc154a5b565d,47b4420b-1070-4fc2-a2d9-dd326fe43e9f,AccountManager,2025-04-02 16:25:34.000,View,Hamburg,2025-03-27 04:58:08.000
a9fa3b53-25a2-405d-909e-3debdeea0e63,29572904-8895-41c6-b8f5-2a2c324575e4,AccountManager,2022-11-19 18:18:02.000,Login,Andorra la Vella,2024-09-30 15:59:07.000
b766fc25-1d9f-45b4-ab5a-ce4e990861d8,4fdd39ad-e810-4fef-a8aa-0fdbc7449134,MobileApp,2013-06-08 17:18:27.000,Login,Madison,2024-09-15 15:58:48.000
f2beea29-5bc6-4b25-9d24-bde8ec5afe9a,9bdf53b0-f759-4ffd-b045-014d56c0d12f,AccountManager,2022-07-06 07:49:11.000,View,Wellington,2024-09-08 05:04:14.000
ea7c7463-0dcd-4f14-919a-0030d662abee,9bdf53b0-f759-4ffd-b045-014d56c0d12f,MobileApp,2015-07-03 19:09:29.000,View,Singapore,2024-09-26 15:29:37.000
a06f2b98-bebb-4df4-a3e7-5c5db902157f,6685a469-037b-43a2-9430-24167e8a0a4b,InvestmentPortal,2019-09-11 02:22:20.000,Login,Milwaukee,2024-06-02 13:26:07.000
e6be6907-dab7-4d47-9e5a-9b0c37e5b6eb,84aa87e1-03e8-44ba-9881-318fa2836999,AccountManager,2021-09-12 12:08:38.000,Login,New York,2024-07-19 05:06:08.000
83b98ec0-3002-46d0-b0d2-6c478f3d999b,d769a1f5-8617-4b53-addb-84fccb62ca29,InvestmentPortal,2024-10-17 07:04:35.000,View,Amsterdam,2024-09-09 07:36:16.000
39688485-e682-47f3-82b9-ee565d938d4b,c2ba6b69-68b5-4a76-aa2d-e981d8585b80,AccountManager,2011-08-13 14:59:51.000,Login,Milwaukee,2024-08-14 10:52:46.000
143a2c65-bfe4-4710-8f2e-b6e8f8dfc4a7,6d19271b-fd25-4637-9f65-97fe84abd5b0,InvestmentPortal,2024-02-04 05:40:18.000,Login,Monaco,2024-06-01 04:09:49.000
e9a12eb8-60bf-4c83-a3f7-62200408eff1,2642f53a-54b3-4913-b3ba-2b13b9b588c0,MobileApp,2013-02-17 21:29:54.000,Login,Dubai,2025-03-10 12:21:33.000
41917dac-2113-4a39-9a4d-0d6a80720b30,56aa189c-fc16-4c08-8c6d-c29892e6bbe9,InvestmentPortal,2021-09-27 11:56:44.000,Login,Raleigh,2024-09-19 06:06:36.000
75a80b3f-a0f2-4952-892e-1bbb1ed0c0a5,84d6be47-f100-491d-ba86-b9657b0f9bc4,InvestmentPortal,2009-05-17 17:20:41.000,View,Amsterdam,2024-08-12 11:02:38.000
fbaff6fa-e0a8-4532-8dbb-1e14b5719515,e5036ad0-818c-4e5c-a5e3-c1f6df50fc25,TradeDesk,2014-01-11 16:16:32.000,DataExport,Athens,2025-03-27 09:45:00.000
235e9f71-1a2f-48f7-856b-f74a1f33256c,5295c1e7-7c9b-4168-aadc-20d8bda89174,AccountManager,2010-11-22 22:27:04.000,Login,Phoenix,2024-04-21 18:31:21.000
c562c51c-0bdf-4b45-9270-c573552fa50c,839492e8-e2dd-4f24-bd33-12b05b3ff365,InvestmentPortal,2025-03-15 02:19:29.000,Login,Glasgow,2024-11-18 04:54:35.000
21226f8d-79d1-4b71-a357-bb795c2ff0d9,ed766cfd-7c7c-4a05-9240-e96dfd57e05e,AccountManager,2017-08-26 10:51:46.000,Login,Sydney,2025-02-03 01:21:00.000
5c14a4d0-78e6-4b64-b8c1-93f0e49c11e1,527d9725-407d-40ee-b8a5-73c3ff7f1b29,AccountManager,2023-07-20 05:06:20.000,View,Strasbourg,2025-01-01 07:50:25.000
d8d09b80-2905-4931-93f8-7b4d11692d34,c59f874d-723c-4f06-8852-952575ada25a,AccountManager,2024-11-08 20:50:14.000,View,Geneva,2024-10-16 07:10:28.000
b4c07dc9-9402-4a7a-94d0-b0b234e64b36,d1b3b801-a820-423a-9871-ff8eb38aa5f6,AccountManager,2023-08-22 11:25:33.000,Login,Bangkok,2024-04-16 11:17:02.000
0b39c78c-482c-4c7f-a24f-8c076df0c376,2afe9173-5d1e-4bf2-95cf-c2cba370ab24,MobileApp,2023-11-24 03:55:08.000,Login,San Francisco,2025-04-27 05:25:24.000
d48a64a4-1723-45ae-b98e-6e3ae12415af,b487e68d-73c8-4e1c-9c93-f334734122ec,InvestmentPortal,2025-01-11 20:25:46.000,View,Ottawa,2024-06-26 05:02:24.000
5f48e6c6-7109-4769-a7bd-bc98fb272e63,217a2d74-7ce1-4769-8a96-854e35869faf,MobileApp,1983-11-29 22:00:55.000,View,Calgary,2025-01-25 13:12:48.000
18b1e0dc-a031-4f9e-be1e-3c8aa0695c05,847497f9-73b2-4a68-981b-7564f15043d1,AccountManager,2022-07-07 08:09:39.000,View,Zurich,2024-04-24 20:12:42.000
7010f425-7c60-4400-8957-39654da4eca0,949948b4-391b-4205-a03c-20819d279e1c,MobileApp,2000-09-01 08:30:15.000,View,Minneapolis,2024-12-26 11:50:54.000
8cba5c8f-a71a-4c9f-9bdd-c1b7629b7da7,7e0d5ab4-c74c-49d4-bc6e-0c358f9cae28,InvestmentPortal,2017-11-19 01:49:00.000,DataExport,London,2024-08-19 00:17:54.000
68ef8344-1437-4b25-960c-16e9400436c2,78896b69-5253-47fc-908b-4bbafc0c1dc3,MobileApp,2021-02-25 11:00:14.000,Login,Birmingham,2025-01-12 05:17:19.000
c9c51aea-92c2-4882-9f08-fc5200f7ed9e,b2d7e993-8afd-4ff8-a33f-fca763973ffe,MobileApp,2019-04-18 09:24:38.000,Login,Montreal,2024-10-19 15:09:27.000
3c886a2a-5b22-45d8-9c77-05964bc427f0,fac96449-44b0-4e43-adef-60ae07bc649b,InvestmentPortal,2024-07-28 16:25:04.000,Transaction,Dhaka,2024-10-25 02:17:04.000
f35eeb6b-dbf1-4cc7-8fb5-0ffd0960e24a,7c3ca046-969f-4c78-a260-177aad6ab9c2,AccountManager,2015-11-17 20:17:20.000,Login,Atlanta,2024-12-11 09:11:20.000
7a6cb9c1-f73c-407f-b114-14fb324b66f0,46206992-da78-4e5d-a20b-81d3e34f4117,MobileApp,2021-08-16 14:20:25.000,Login,Toulouse,2024-05-22 02:59:25.000
1c15500b-7f92-4847-8906-1e7928b27c45,b7077cc8-2760-479e-a331-b375fe9b7af4,AccountManager,2010-10-07 23:30:31.000,View,Frankfurt,2025-04-07 15:47:22.000
9bd1ea84-d8ef-438d-b507-8a876d796b91,d52f35b0-e641-4356-86d0-51e6f0c58707,InvestmentPortal,2009-08-13 15:07:25.000,View,Columbus,2024-04-19 00:29:50.000
b2ee9bac-f40f-43fb-a664-46c6006c9176,54a60421-3629-4018-9b1f-83499d2f2e99,AccountManager,2019-08-17 20:59:33.000,Login,Nashville,2025-02-25 03:44:38.000
c5c9ec24-b75e-4d34-a2aa-c0eb6b9966d0,424cb6a2-2eb2-4351-a3b6-b68c5502232c,InvestmentPortal,2019-09-17 14:50:28.000,View,Phoenix,2024-08-24 22:58:05.000
