city,latitude,longitude,geo_point
Amersfoort,52.1637702,5.4088845,POINT(5.4088845 52.1637702)
Lund,55.7029296,13.192944899999999,POINT(13.192944899999999 55.7029296)
Borås,57.7210839,12.9407407,POINT(12.9407407 57.7210839)
Salo,60.384671600000004,23.1286377,POINT(23.1286377 60.384671600000004)
Nice,43.700935799999996,7.2683912,POINT(7.2683912 43.700935799999996)
Rimini,43.946543299999995,12.630749,POINT(12.630749 43.946543299999995)
La Seu d'Urgell,42.3575723,1.4560066999999999,POINT(1.4560066999999999 42.3575723)
Chur,46.854746999999996,9.5264904,POINT(9.5264904 46.854746999999996)
Kobe,34.69323789999999,135.1943764,POINT(135.1943764 34.69323789999999)
Kawasaki,35.53066389999999,139.7037668,POINT(139.7037668 35.53066389999999)
Nara,-0.5252306,166.9324426,POINT(166.9324426 -0.5252306)
Queanbeyan,-35.3524518,149.23376340000002,POINT(149.23376340000002 -35.3524518)
Lower Hutt,-41.2125751,174.9057626,POINT(174.9057626 -41.2125751)
Airdrie,51.28597,-114.01061999999999,POINT(-114.01061999999999 51.28597)
Gatineau,45.4277659,-75.710976,POINT(-75.710976 45.4277659)
Lévis,46.8033114,-71.1778792,POINT(-71.1778792 46.8033114)
Dartmouth,43.7046756,-72.2942089,POINT(-72.2942089 43.7046756)
Chula Vista,32.6400541,-117.084195,POINT(-117.084195 32.6400541)
Tacoma,47.2455013,-122.43832900000001,POINT(-122.43832900000001 47.2455013)
"Vancouver, WA",45.63069539999999,-122.67445570000001,POINT(-122.67445570000001 45.63069539999999)
Ogden,41.2230048,-111.9738429,POINT(-111.9738429 41.2230048)
Round Rock,30.508591499999998,-97.6788056,POINT(-97.6788056 30.508591499999998)
Durham,54.666667000000004,-1.75,POINT(-1.75 54.666667000000004)
Concord,43.207178000000006,-71.537476,POINT(-71.537476 43.207178000000006)
Fort Worth,32.753177,-97.3327459,POINT(-97.3327459 32.753177)
"Camden, NJ",39.9448402,-75.11989109999999,POINT(-75.11989109999999 39.9448402)
Greensburg,40.302451399999995,-79.54432740000001,POINT(-79.54432740000001 40.302451399999995)
"Newark, OH",40.0581205,-82.4012643,POINT(-82.4012643 40.0581205)
Carmel,39.9784186,-86.1283681,POINT(-86.1283681 39.9784186)
Waukesha,43.062253600000005,-88.3123889,POINT(-88.3123889 43.062253600000005)
Janesville,42.6829765,-89.0226793,POINT(-89.0226793 42.6829765)
"Covington, KY",39.0831712,-84.5107548,POINT(-84.5107548 39.0831712)
Murfreesboro,35.8460396,-86.39210959999998,POINT(-86.39210959999998 35.8460396)
Sunnyvale,37.368830100000004,-122.036349,POINT(-122.036349 37.368830100000004)
Roseville,38.752123499999996,-121.28800590000002,POINT(-121.28800590000002 38.752123499999996)
St. Albert,53.633239,-113.628845,POINT(-113.628845 53.633239)
Steinbach,47.821081,7.1533809999999995,POINT(7.1533809999999995 47.821081)
Saanich,48.4594315,-123.376494,POINT(-123.376494 48.4594315)
Nîmes,43.8374249,4.3600687,POINT(4.3600687 43.8374249)
Villeurbanne,45.7733573,4.8868454,POINT(4.8868454 45.7733573)
Albi,43.9277552,2.1478990000000002,POINT(2.1478990000000002 43.9277552)
Antibes,43.581286799999994,7.126207099999999,POINT(7.126207099999999 43.581286799999994)
Saint-Nazaire,47.273351700000006,-2.2138904999999998,POINT(-2.2138904999999998 47.273351700000006)
Mérignac,44.842168,-0.6469022,POINT(-0.6469022 44.842168)
Haguenau,48.817223600000005,7.788597800000001,POINT(7.788597800000001 48.817223600000005)
Ikorodu,6.619123299999999,3.5041271000000003,POINT(3.5041271000000003 6.619123299999999)
Niterói,-22.8884,-43.1147,POINT(-43.1147 -22.8884)
Khimki,55.891729299999994,37.4396994,POINT(37.4396994 55.891729299999994)
Thika,-1.036648,37.077523,POINT(37.077523 -1.036648)
Narayanganj,22.833949800000003,80.2435493,POINT(80.2435493 22.833949800000003)
Quezon City,14.6510546,121.04862539999999,POINT(121.04862539999999 14.6510546)
Soacha,4.582731400000001,-74.211754,POINT(-74.211754 4.582731400000001)
Fort Lauderdale,26.122308399999998,-80.14337859999999,POINT(-80.14337859999999 26.122308399999998)
